project_id,state,district,latitude,longitude,project_type,implementing_department,land_area_hectares,families_affected,compensation_assessed_inr,compensation_disbursed_pct,legal_disputes_count,notification_date,approval_stage,rr_progress_pct,stakeholder_responsiveness,historical_dept_avg_delay_days,last_activity_date,risk_score_raw,delayed,delay_days
LA-2024-0654,Gujarat,Ahmedabad,22.4314,71.3278,Industrial Corridor,State Industrial Dev. Corp,96.8,450,549150000,80.7,0,2024-12-23,Stage 3 of 5,90.0,Medium,321,2026-08-23,0.0,N,28
LA-2022-0655,Uttar Pradesh,Ghaziabad,26.2654,80.5989,Railway,Ministry of Railways,6.7,9,50415000,27.1,1,2022-11-01,Stage 1 of 5,23.6,Medium,263,2026-04-26,0.393,Y,770
LA-2025-0656,Rajasthan,Jodhpur,27.4362,74.2326,Industrial Corridor,DMIC/NICDC,21.3,154,88960000,73.7,0,2025-07-20,Stage 4 of 5,76.5,Medium,178,2026-07-30,0.238,N,1
LA-2024-0657,Bihar,Bhagalpur,25.1937,85.6221,Highway,State PWD,9.5,63,90143000,34.9,2,2024-10-23,Stage 2 of 5,23.0,Low,322,2026-07-30,0.574,Y,477
LA-2025-0658,Madhya Pradesh,Bhopal,23.5184,79.2455,Industrial Corridor,State Industrial Dev. Corp,10.0,27,49308000,33.1,2,2025-10-06,Stage 2 of 5,17.6,Low,289,2026-07-14,0.515,Y,1630
LA-2021-0659,Andhra Pradesh,Kurnool,15.8523,80.1726,Highway,State PWD,26.4,174,224783000,40.6,4,2021-11-07,Stage 4 of 5,33.0,Low,65,2026-06-22,0.502,Y,106
LA-2021-0660,Gujarat,Surat,21.7626,71.3033,Industrial Corridor,State Industrial Dev. Corp,21.4,27,164608000,49.6,0,2021-03-26,Stage 2 of 5,35.7,Low,97,2026-08-23,0.173,N,21
LA-2021-0661,Odisha,Ganjam,21.2935,85.6139,Industrial Corridor,State Industrial Dev. Corp,21.3,38,86186000,100.0,0,2021-09-06,Stage 5 of 5,83.7,Low,48,2026-08-24,0.003,N,5
LA-2023-0662,Odisha,Sundargarh,20.3628,84.8735,Highway,NHAI,4.2,27,29669000,77.5,3,2023-12-11,Stage 5 of 5,58.9,Low,473,2026-08-23,0.415,Y,382
LA-2022-0663,Odisha,Ganjam,20.6169,84.5322,Urban Infra/Metro,State Metro Rail Corp,87.1,313,715068000,64.5,0,2022-04-10,Stage 3 of 5,57.3,Low,202,2026-07-31,0.256,N,1
LA-2023-0664,Gujarat,Rajkot,22.1486,70.964,Highway,NHAI,11.5,73,99806000,86.2,1,2023-03-29,Stage 5 of 5,80.3,Medium,401,2026-07-25,0.022,N,3
LA-2025-0665,Uttar Pradesh,Varanasi,26.5839,80.8417,Highway,NHAI,18.9,259,166570000,13.7,3,2025-06-22,Stage 1 of 5,17.8,Low,267,2026-05-14,0.587,Y,820
LA-2025-0666,Maharashtra,Satara,20.3072,75.2614,Highway,State PWD,24.6,205,175738000,63.4,0,2025-07-15,Stage 3 of 5,52.9,Medium,213,2026-08-22,0.1,N,21
LA-2024-0667,Andhra Pradesh,Anantapur,16.4339,79.3956,Highway,State PWD,50.2,97,269621000,17.0,0,2024-09-29,Stage 1 of 5,25.7,High,81,2026-06-02,0.354,Y,245
LA-2020-0668,Maharashtra,Thane,19.4861,75.2261,Highway,State PWD,32.4,143,189602000,94.0,0,2020-12-15,Stage 5 of 5,76.0,High,227,2026-08-18,0.0,N,6
LA-2022-0669,Andhra Pradesh,Kurnool,16.2531,80.3097,Irrigation/Water Res.,State Water Resources Dept,48.9,47,339147000,44.7,0,2022-02-14,Stage 2 of 5,41.6,High,222,2026-08-24,0.313,Y,91
LA-2020-0670,Uttar Pradesh,Lucknow,26.3826,81.3575,Highway,State PWD,9.3,30,27694000,41.4,1,2020-10-24,Stage 2 of 5,30.8,Low,269,2026-08-20,0.323,Y,60
LA-2024-0671,Maharashtra,Pune,19.1766,76.2557,Industrial Corridor,DMIC/NICDC,16.8,72,77090000,48.7,8,2024-01-18,Stage 5 of 5,44.5,Low,171,2026-07-11,0.712,Y,204
LA-2025-0672,Tamil Nadu,Coimbatore,10.5459,78.1341,Highway,State PWD,51.6,150,212988000,61.9,0,2025-03-30,Stage 4 of 5,36.7,Medium,230,2026-07-21,0.244,N,1
LA-2024-0673,Maharashtra,Satara,19.913,75.9208,Irrigation/Water Res.,State Water Resources Dept,7.5,14,23962000,64.8,0,2024-02-20,Stage 3 of 5,54.6,High,208,2026-08-10,0.251,N,9
LA-2023-0674,Rajasthan,Jaipur,27.5808,74.0074,Industrial Corridor,DMIC/NICDC,20.2,23,91657000,87.0,0,2023-12-05,Stage 5 of 5,58.5,Medium,364,2026-07-07,0.042,N,2
LA-2022-0675,Karnataka,Bengaluru Rural,15.0175,75.9829,Irrigation/Water Res.,State Water Resources Dept,3.0,21,20800000,97.5,0,2022-04-17,Stage 5 of 5,89.1,Medium,79,2026-08-25,0.001,N,22
LA-2025-0676,Gujarat,Rajkot,21.9579,71.5728,Highway,State PWD,22.8,188,161621000,64.9,2,2025-04-15,Stage 4 of 5,52.7,Low,251,2026-07-03,0.097,N,2
LA-2023-0677,Uttar Pradesh,Agra,26.7973,80.6057,Railway,Ministry of Railways,18.6,200,128087000,62.2,1,2023-10-16,Stage 3 of 5,71.0,Medium,252,2026-07-12,0.397,Y,817
LA-2024-0678,Uttar Pradesh,Varanasi,26.4156,80.5342,Irrigation/Water Res.,State Water Resources Dept,2.0,11,18196000,100.0,0,2024-12-19,Stage 5 of 5,97.5,Medium,327,2026-08-23,0.194,N,34
LA-2022-0679,Madhya Pradesh,Jabalpur,22.3897,78.4758,Highway,NHAI,6.9,34,63960000,81.2,2,2022-02-14,Stage 5 of 5,67.4,Low,157,2026-07-23,0.32,Y,158
LA-2023-0680,Bihar,Bhagalpur,25.0468,85.8766,Highway,NHAI,5.8,73,55098000,10.9,4,2023-12-23,Stage 1 of 5,26.0,Medium,241,2026-06-16,0.658,Y,668
LA-2026-0681,Rajasthan,Jaipur,27.535,73.6465,Highway,NHAI,25.7,79,65665000,100.0,0,2026-02-13,Stage 5 of 5,96.6,High,152,2026-08-11,0.075,N,13
LA-2023-0682,Karnataka,Mysuru,15.563,75.4991,Irrigation/Water Res.,State Water Resources Dept,22.3,20,166432000,53.8,0,2023-08-13,Stage 2 of 5,50.4,High,122,2026-08-26,0.226,N,21
LA-2022-0683,Maharashtra,Nashik,20.0554,75.6243,Urban Infra/Metro,State Metro Rail Corp,45.8,404,459843000,46.4,0,2022-09-17,Stage 2 of 5,40.3,Medium,302,2026-08-22,0.215,N,27
LA-2022-0684,Bihar,Gaya,24.5297,85.1762,Industrial Corridor,State Industrial Dev. Corp,10.6,63,72620000,86.2,0,2022-08-02,Stage 4 of 5,76.1,Medium,298,2026-08-26,0.045,N,17
LA-2021-0685,Rajasthan,Jodhpur,27.3572,73.9122,Industrial Corridor,DMIC/NICDC,96.1,589,688858000,55.6,2,2021-10-14,Stage 3 of 5,46.5,High,20,2026-07-11,0.4,Y,65
LA-2021-0686,Odisha,Cuttack,21.0282,85.1288,Industrial Corridor,State Industrial Dev. Corp,19.0,93,114236000,64.8,0,2021-07-04,Stage 4 of 5,42.8,Low,119,2026-08-17,0.125,N,48
LA-2025-0687,West Bengal,Howrah,22.8338,87.8042,Railway,Ministry of Railways,12.3,40,114022000,82.8,0,2025-04-29,Stage 4 of 5,78.7,High,245,2026-08-24,0.0,N,8
LA-2023-0688,Maharashtra,Nagpur,20.1441,75.8431,Irrigation/Water Res.,State Water Resources Dept,35.6,69,188093000,85.4,0,2023-09-02,Stage 4 of 5,73.1,High,254,2026-08-26,0.205,N,5
LA-2022-0689,Madhya Pradesh,Gwalior,23.0767,78.4147,Highway,State PWD,22.5,111,165896000,77.3,0,2022-10-29,Stage 4 of 5,66.0,High,201,2026-08-13,0.112,N,4
LA-2026-0690,Andhra Pradesh,Anantapur,16.3914,79.8522,Highway,State PWD,10.9,12,26435000,68.3,0,2026-01-18,Stage 4 of 5,63.4,Medium,335,2026-07-09,0.206,N,14
LA-2024-0691,Uttar Pradesh,Meerut,27.388,80.9922,Irrigation/Water Res.,State Water Resources Dept,13.2,28,92921000,42.5,0,2024-10-06,Stage 2 of 5,16.0,Medium,168,2026-08-06,0.345,Y,193
LA-2020-0692,Odisha,Cuttack,21.4153,84.7969,Power Transmission,State Electricity Board,5.4,20,51376000,82.4,2,2020-11-23,Stage 5 of 5,73.0,Medium,177,2026-08-08,0.212,N,20
LA-2022-0693,West Bengal,Kolkata,23.3149,87.547,Highway,State PWD,28.3,87,119962000,46.6,0,2022-04-13,Stage 1 of 5,41.1,Low,159,2026-07-30,0.272,N,8
LA-2023-0694,Gujarat,Rajkot,22.1142,70.6502,Irrigation/Water Res.,State Water Resources Dept,9.9,50,39055000,40.0,3,2023-10-21,Stage 2 of 5,28.4,Medium,116,2026-07-29,0.372,Y,226
LA-2023-0695,Maharashtra,Satara,19.7136,76.1762,Railway,State Railway Infra Corp,20.6,91,159806000,67.9,0,2023-01-29,Stage 3 of 5,52.4,High,162,2026-08-19,0.103,N,7
LA-2022-0696,Bihar,Darbhanga,25.1141,85.4119,Railway,Ministry of Railways,44.5,342,214227000,68.8,3,2022-02-26,Stage 4 of 5,63.8,Medium,172,2026-08-14,0.466,Y,50
LA-2021-0697,Bihar,Bhagalpur,24.9205,85.343,Irrigation/Water Res.,State Water Resources Dept,92.3,610,426196000,100.0,0,2021-10-17,Stage 5 of 5,64.7,Low,109,2026-08-11,0.0,N,28
LA-2021-0698,Tamil Nadu,Madurai,10.9438,78.2813,Railway,State Railway Infra Corp,5.9,44,40470000,52.8,0,2021-08-29,Stage 3 of 5,32.6,High,80,2026-08-20,0.249,N,3
LA-2024-0699,Maharashtra,Aurangabad,19.7065,75.6166,Industrial Corridor,State Industrial Dev. Corp,22.6,31,170641000,85.9,0,2024-12-14,Stage 5 of 5,79.3,Low,75,2026-08-23,0.073,N,1
LA-2024-0700,Rajasthan,Jaipur,26.4444,73.9691,Railway,State Railway Infra Corp,4.9,23,34526000,97.7,0,2024-07-14,Stage 5 of 5,100.0,High,119,2026-08-21,0.0,N,22
LA-2025-0701,Rajasthan,Udaipur,26.8395,74.0611,Power Transmission,Power Grid Corp,53.8,8,194711000,30.8,3,2025-09-10,Stage 3 of 5,33.3,Medium,231,2026-08-23,0.452,Y,135
LA-2024-0702,Uttar Pradesh,Kanpur,26.6972,81.4049,Urban Infra/Metro,State Metro Rail Corp,8.0,32,42909000,77.6,0,2024-01-23,Stage 3 of 5,63.6,High,421,2026-06-27,0.218,N,3
LA-2024-0703,Rajasthan,Alwar,27.3706,74.0142,Irrigation/Water Res.,State Water Resources Dept,45.7,188,313492000,38.1,0,2024-09-26,Stage 2 of 5,37.7,Low,68,2026-08-07,0.45,Y,133
LA-2020-0704,Maharashtra,Thane,19.9708,75.4828,Irrigation/Water Res.,State Water Resources Dept,13.9,74,116152000,62.3,4,2020-11-04,Stage 5 of 5,58.5,Medium,175,2026-08-26,0.426,Y,406
LA-2024-0705,Gujarat,Rajkot,22.3471,71.6895,Railway,Ministry of Railways,5.8,9,13141000,99.2,0,2024-07-02,Stage 4 of 5,77.1,High,162,2026-08-22,0.023,N,60
LA-2024-0706,Andhra Pradesh,Guntur,16.0446,79.4692,Industrial Corridor,DMIC/NICDC,53.2,839,692703000,69.1,1,2024-04-18,Stage 3 of 5,66.8,Medium,168,2026-08-22,0.22,N,1
LA-2025-0707,Bihar,Darbhanga,25.1572,84.8398,Urban Infra/Metro,State Metro Rail Corp,54.2,110,325189000,42.0,0,2025-04-12,Stage 2 of 5,35.5,Low,383,2026-08-21,0.267,N,12
LA-2024-0708,West Bengal,Kolkata,22.9959,87.9177,Industrial Corridor,DMIC/NICDC,17.6,19,155280000,94.3,0,2024-01-21,Stage 5 of 5,91.6,High,188,2026-08-09,0.0,N,22
LA-2025-0709,Gujarat,Ahmedabad,21.7635,71.7037,Railway,State Railway Infra Corp,109.2,992,684626000,83.5,0,2025-05-07,Stage 5 of 5,69.7,Low,187,2026-08-23,0.272,N,12
LA-2021-0710,Maharashtra,Raigad,19.8934,75.2711,Railway,Ministry of Railways,26.9,61,77119000,65.3,0,2021-08-27,Stage 3 of 5,34.7,Low,235,2026-08-26,0.146,N,7
LA-2024-0711,Gujarat,Bharuch,22.4896,71.3486,Industrial Corridor,State Industrial Dev. Corp,6.9,59,50802000,40.6,0,2024-11-15,Stage 3 of 5,38.9,High,310,2026-08-06,0.346,Y,1070
LA-2022-0712,Karnataka,Bengaluru Rural,15.7875,75.4926,Highway,NHAI,8.9,41,68751000,79.0,0,2022-02-21,Stage 3 of 5,67.6,Medium,122,2026-08-26,0.175,N,12
LA-2024-0713,Karnataka,Hubballi-Dharwad,15.5957,75.1653,Irrigation/Water Res.,State Water Resources Dept,6.7,25,25427000,51.2,0,2024-02-10,Stage 2 of 5,38.6,Medium,23,2026-08-01,0.364,Y,24
LA-2023-0714,Maharashtra,Thane,20.1939,75.4485,Highway,NHAI,13.9,78,99834000,17.4,0,2023-09-16,Stage 1 of 5,4.1,Low,183,2026-07-31,0.445,Y,446
LA-2022-0715,Maharashtra,Nashik,19.2347,75.423,Irrigation/Water Res.,State Water Resources Dept,29.4,288,166449000,70.1,0,2022-07-03,Stage 3 of 5,76.8,Medium,173,2026-08-23,0.188,N,4
LA-2021-0716,Uttar Pradesh,Ghaziabad,26.8894,81.0446,Power Transmission,State Electricity Board,30.4,101,289041000,51.6,0,2021-03-02,Stage 3 of 5,43.1,Low,119,2026-08-23,0.192,N,60
LA-2023-0717,Bihar,Muzaffarpur,25.0386,85.0739,Irrigation/Water Res.,State Water Resources Dept,23.7,62,160172000,37.9,0,2023-07-27,Stage 2 of 5,39.9,Medium,279,2026-06-01,0.301,Y,136
LA-2021-0718,Karnataka,Bengaluru Rural,15.7282,75.4144,Power Transmission,State Electricity Board,22.5,151,227543000,54.3,0,2021-05-13,Stage 2 of 5,37.4,Medium,232,2026-08-11,0.19,N,23
LA-2025-0719,Tamil Nadu,Chennai,11.5528,79.184,Irrigation/Water Res.,State Water Resources Dept,67.4,161,454809000,67.7,0,2025-08-31,Stage 4 of 5,73.7,Medium,152,2026-08-07,0.257,N,47
LA-2025-0720,Tamil Nadu,Chennai,11.7159,78.3753,Highway,State PWD,5.7,33,45361000,39.6,0,2025-01-14,Stage 1 of 5,44.0,Medium,65,2026-08-25,0.36,Y,27
LA-2025-0721,Madhya Pradesh,Jabalpur,23.1043,79.0257,Railway,State Railway Infra Corp,44.0,156,258983000,12.6,3,2025-06-27,Stage 1 of 5,3.3,Medium,158,2026-03-19,0.738,Y,523
LA-2022-0722,Uttar Pradesh,Kanpur,26.2849,80.8876,Power Transmission,Power Grid Corp,117.2,345,462961000,24.4,0,2022-12-08,Stage 1 of 5,17.4,High,224,2026-08-24,0.264,N,6
LA-2023-0723,Andhra Pradesh,Guntur,16.1168,79.7039,Railway,Ministry of Railways,16.9,52,135010000,75.1,0,2023-09-19,Stage 4 of 5,57.3,Medium,177,2026-07-15,0.073,N,41
LA-2025-0724,Rajasthan,Jodhpur,27.4364,73.7363,Urban Infra/Metro,Urban Dev. Authority,15.9,25,57215000,60.3,0,2025-04-30,Stage 3 of 5,55.5,Medium,129,2026-07-28,0.238,N,16
LA-2024-0725,Maharashtra,Nashik,19.8679,75.7968,Highway,State PWD,10.5,171,87225000,49.4,0,2024-09-01,Stage 2 of 5,41.9,High,383,2026-08-13,0.209,N,15
LA-2021-0726,Bihar,Gaya,24.8762,85.8336,Industrial Corridor,State Industrial Dev. Corp,21.9,35,50067000,84.8,0,2021-11-29,Stage 4 of 5,92.3,Low,217,2026-08-23,0.0,N,6
LA-2021-0727,Gujarat,Vadodara,22.1979,71.1842,Highway,State PWD,28.6,141,97896000,84.5,0,2021-10-25,Stage 5 of 5,80.8,Medium,105,2026-08-18,0.0,N,4
LA-2022-0728,Uttar Pradesh,Kanpur,26.499,80.4515,Highway,State PWD,20.0,130,95350000,48.5,1,2022-08-27,Stage 2 of 5,43.3,Medium,63,2026-08-21,0.085,N,3
LA-2020-0729,Bihar,Gaya,25.4508,85.6294,Highway,NHAI,36.4,294,275316000,19.9,2,2020-12-03,Stage 1 of 5,12.9,High,111,2026-08-24,0.536,Y,224
LA-2025-0730,Bihar,Muzaffarpur,24.9471,85.4063,Railway,State Railway Infra Corp,4.0,15,18921000,27.7,0,2025-09-17,Stage 1 of 5,29.8,Medium,135,2026-07-11,0.361,Y,124
LA-2024-0731,Rajasthan,Jaipur,27.1124,74.1771,Irrigation/Water Res.,State Water Resources Dept,7.3,21,26357000,62.1,0,2024-12-31,Stage 3 of 5,54.5,High,85,2026-08-23,0.246,N,6
LA-2022-0732,Uttar Pradesh,Ghaziabad,26.9851,80.7965,Railway,Ministry of Railways,7.6,34,42597000,79.6,4,2022-09-06,Stage 5 of 5,78.8,Medium,238,2026-03-04,0.411,Y,544
LA-2022-0733,Bihar,Gaya,24.7701,85.1713,Irrigation/Water Res.,State Water Resources Dept,5.2,26,44092000,45.3,2,2022-12-14,Stage 3 of 5,28.8,Medium,104,2026-08-02,0.443,Y,124
LA-2023-0734,Tamil Nadu,Salem,10.9707,78.3127,Power Transmission,Power Grid Corp,2.7,20,16681000,89.1,0,2023-08-20,Stage 4 of 5,76.7,Low,167,2026-08-12,0.0,N,1
LA-2025-0735,Andhra Pradesh,Vijayawada,15.6401,79.1441,Industrial Corridor,State Industrial Dev. Corp,11.9,99,66550000,34.2,0,2025-09-17,Stage 1 of 5,20.6,High,51,2026-08-03,0.308,Y,82
LA-2024-0736,Karnataka,Mysuru,15.4036,76.2983,Power Transmission,Power Grid Corp,134.6,931,1125992000,71.5,0,2024-03-19,Stage 4 of 5,54.9,Medium,160,2026-08-23,0.209,N,26
LA-2024-0737,Rajasthan,Udaipur,26.8104,73.634,Power Transmission,Power Grid Corp,32.7,141,144627000,82.9,0,2024-11-22,Stage 4 of 5,62.0,Medium,141,2026-08-07,0.028,N,7
LA-2023-0738,Bihar,Darbhanga,24.7559,84.8534,Railway,Ministry of Railways,8.2,51,57342000,48.1,4,2023-09-17,Stage 3 of 5,50.9,Medium,228,2026-07-01,0.606,Y,745
LA-2024-0739,Bihar,Bhagalpur,24.9229,85.0996,Industrial Corridor,State Industrial Dev. Corp,30.9,53,192356000,74.4,0,2024-03-24,Stage 4 of 5,62.8,High,41,2026-07-15,0.026,N,11
LA-2023-0740,Madhya Pradesh,Gwalior,22.9378,78.8919,Irrigation/Water Res.,State Water Resources Dept,36.8,202,223445000,50.8,0,2023-03-24,Stage 3 of 5,47.1,High,54,2026-07-30,0.262,N,9
LA-2021-0741,Maharashtra,Nagpur,19.967,75.7715,Highway,NHAI,10.8,90,109518000,56.8,0,2021-06-28,Stage 3 of 5,49.4,Medium,67,2026-08-24,0.206,N,32
LA-2024-0742,Andhra Pradesh,Anantapur,16.1198,79.7266,Highway,NHAI,8.0,29,16908000,1.9,3,2024-04-26,Stage 1 of 5,1.6,Medium,28,2026-08-24,0.499,Y,34
LA-2024-0743,Rajasthan,Alwar,27.5765,74.444,Railway,Ministry of Railways,51.4,220,419359000,82.9,0,2024-08-21,Stage 4 of 5,67.6,Medium,109,2026-08-24,0.0,N,25
LA-2025-0744,West Bengal,Nadia,23.3664,88.1046,Highway,State PWD,20.5,84,106228000,45.9,3,2025-10-30,Stage 3 of 5,43.5,Low,168,2026-08-06,0.493,Y,1017
LA-2025-0745,Uttar Pradesh,Kanpur,26.3049,81.2393,Industrial Corridor,State Industrial Dev. Corp,46.6,430,225034000,62.1,0,2025-04-13,Stage 3 of 5,59.5,High,20,2026-08-06,0.156,N,20
LA-2022-0746,Uttar Pradesh,Varanasi,26.6129,80.9399,Highway,State PWD,18.8,119,100119000,71.0,0,2022-02-17,Stage 3 of 5,62.3,Low,245,2026-08-14,0.059,N,9
LA-2023-0747,Odisha,Ganjam,21.2533,85.6292,Railway,Ministry of Railways,20.5,24,79058000,11.6,3,2023-12-18,Stage 1 of 5,3.7,Low,75,2026-04-22,0.776,Y,116
LA-2020-0748,Bihar,Darbhanga,25.4609,84.848,Highway,NHAI,8.7,38,32651000,74.2,0,2020-10-05,Stage 4 of 5,54.1,Medium,310,2026-08-10,0.114,N,11
LA-2023-0749,West Bengal,Hooghly,22.9091,87.7687,Power Transmission,State Electricity Board,32.4,190,181015000,85.6,0,2023-10-31,Stage 4 of 5,81.5,Low,164,2026-08-24,0.0,N,29
LA-2024-0750,Tamil Nadu,Coimbatore,10.7258,78.5428,Power Transmission,State Electricity Board,15.6,86,94591000,87.2,0,2024-06-16,Stage 5 of 5,70.3,Low,158,2026-08-12,0.153,N,4
LA-2021-0751,Uttar Pradesh,Kanpur,26.7211,81.526,Highway,State PWD,8.6,12,47061000,87.6,0,2021-07-04,Stage 5 of 5,78.0,Medium,107,2026-08-17,0.062,N,7
LA-2023-0752,Gujarat,Rajkot,22.108,71.7801,Highway,State PWD,29.2,178,137204000,75.7,0,2023-09-25,Stage 4 of 5,61.3,High,134,2026-08-26,0.165,N,11
LA-2022-0753,Uttar Pradesh,Meerut,26.8711,81.369,Industrial Corridor,DMIC/NICDC,7.0,29,23219000,82.0,0,2022-08-31,Stage 3 of 5,68.7,High,110,2026-08-26,0.135,N,10
LA-2026-0754,Tamil Nadu,Tiruchirappalli,10.733,79.1743,Industrial Corridor,DMIC/NICDC,54.0,86,329494000,69.1,0,2026-01-07,Stage 3 of 5,45.5,High,141,2026-08-27,0.179,N,6
LA-2024-0755,Odisha,Cuttack,20.7593,85.0123,Railway,Ministry of Railways,2.0,15,15080000,96.8,0,2024-07-28,Stage 5 of 5,81.5,Medium,192,2026-08-27,0.195,N,49
LA-2021-0756,West Bengal,Howrah,23.1724,87.8001,Power Transmission,State Electricity Board,44.3,69,309299000,57.6,0,2021-06-13,Stage 2 of 5,58.4,Low,403,2026-07-26,0.121,N,3
LA-2024-0757,West Bengal,Kolkata,23.164,88.3552,Irrigation/Water Res.,State Water Resources Dept,13.2,65,77702000,57.8,0,2024-05-28,Stage 3 of 5,36.8,High,116,2026-08-11,0.114,N,41
LA-2024-0758,Uttar Pradesh,Meerut,26.9843,81.3906,Industrial Corridor,DMIC/NICDC,23.5,149,202786000,47.0,1,2024-11-07,Stage 3 of 5,35.7,Low,184,2026-07-09,0.459,Y,505
LA-2022-0759,Karnataka,Bengaluru Rural,15.8397,75.1917,Highway,NHAI,22.6,211,120172000,73.0,1,2022-04-12,Stage 4 of 5,73.3,Low,216,2026-08-25,0.233,N,15
LA-2021-0760,Bihar,Bhagalpur,25.3988,84.7941,Highway,NHAI,131.6,239,518779000,71.1,2,2021-05-03,Stage 4 of 5,50.2,Low,192,2026-08-24,0.34,Y,464
LA-2021-0761,Gujarat,Surat,21.7602,71.7748,Irrigation/Water Res.,State Water Resources Dept,10.9,59,104019000,18.2,0,2021-09-18,Stage 1 of 5,14.3,Low,261,2026-07-10,0.372,Y,733
LA-2024-0762,Andhra Pradesh,Kurnool,16.0673,80.2023,Industrial Corridor,State Industrial Dev. Corp,4.3,12,20669000,72.4,0,2024-11-11,Stage 3 of 5,61.5,Medium,128,2026-07-26,0.024,N,17
LA-2024-0763,Maharashtra,Satara,19.2373,75.504,Highway,State PWD,7.6,19,26069000,0.0,8,2024-11-21,Stage 2 of 5,0.0,Medium,24,2026-05-06,1.04,Y,59
LA-2022-0764,Tamil Nadu,Chennai,10.5724,78.4057,Railway,Ministry of Railways,11.1,11,99724000,60.6,1,2022-12-20,Stage 3 of 5,47.3,Medium,181,2026-08-24,0.24,N,31
LA-2020-0765,Uttar Pradesh,Meerut,26.9539,80.5167,Highway,State PWD,8.7,11,48767000,43.2,1,2020-12-28,Stage 2 of 5,39.0,Medium,262,2026-08-09,0.268,N,8
LA-2025-0766,Uttar Pradesh,Ghaziabad,26.6197,81.0661,Highway,NHAI,9.3,10,45797000,73.8,0,2025-04-10,Stage 3 of 5,59.0,Medium,178,2026-07-05,0.168,N,6
LA-2024-0767,Andhra Pradesh,Kurnool,16.2059,79.7784,Irrigation/Water Res.,State Water Resources Dept,117.5,593,1063326000,78.2,0,2024-10-25,Stage 4 of 5,68.9,Low,372,2026-08-17,0.148,N,29
LA-2024-0768,Karnataka,Hubballi-Dharwad,15.0673,75.6627,Railway,State Railway Infra Corp,42.4,249,161651000,63.0,2,2024-08-02,Stage 4 of 5,53.8,Medium,274,2026-08-21,0.277,N,31
LA-2021-0769,Uttar Pradesh,Noida,27.2852,80.8476,Industrial Corridor,DMIC/NICDC,35.3,244,188774000,52.4,3,2021-01-01,Stage 4 of 5,53.1,Medium,293,2026-04-01,0.405,Y,307
LA-2026-0770,Bihar,Patna,25.1673,85.4675,Urban Infra/Metro,Urban Dev. Authority,46.0,275,178348000,83.5,0,2026-02-06,Stage 5 of 5,65.4,Low,131,2026-06-20,0.013,N,4
LA-2024-0771,Odisha,Cuttack,21.356,85.1849,Power Transmission,Power Grid Corp,22.7,123,173169000,64.2,0,2024-10-14,Stage 3 of 5,37.2,Low,148,2026-08-26,0.396,Y,369
LA-2023-0772,Gujarat,Vadodara,21.8608,71.3889,Railway,Ministry of Railways,24.0,134,198064000,61.5,0,2023-08-31,Stage 3 of 5,57.4,Low,225,2026-08-23,0.171,N,17
LA-2025-0773,Andhra Pradesh,Guntur,15.921,79.7738,Power Transmission,Power Grid Corp,32.9,105,273320000,97.7,0,2025-02-16,Stage 5 of 5,76.0,Medium,173,2026-08-22,0.0,N,49
LA-2021-0774,Andhra Pradesh,Vijayawada,15.8463,79.1545,Highway,NHAI,18.4,26,53261000,48.6,0,2021-11-25,Stage 3 of 5,35.8,Low,121,2026-08-16,0.198,N,11
LA-2025-0775,Tamil Nadu,Madurai,10.9929,78.5624,Power Transmission,State Electricity Board,21.7,83,147823000,49.5,0,2025-06-25,Stage 2 of 5,54.4,Medium,121,2026-08-23,0.152,N,9
LA-2022-0776,Odisha,Cuttack,21.4122,85.3217,Highway,State PWD,12.7,25,54938000,95.1,0,2022-08-17,Stage 5 of 5,82.7,Medium,213,2026-08-06,0.006,N,21
LA-2022-0777,Odisha,Ganjam,20.6232,85.669,Urban Infra/Metro,State Metro Rail Corp,40.8,58,364899000,81.3,1,2022-03-11,Stage 5 of 5,71.7,Medium,207,2026-08-20,0.203,N,14
LA-2026-0778,Uttar Pradesh,Lucknow,26.7659,80.7572,Urban Infra/Metro,State Metro Rail Corp,14.0,15,109704000,82.6,0,2026-02-27,Stage 4 of 5,87.7,Low,207,2026-08-20,0.159,N,19
LA-2022-0779,Tamil Nadu,Madurai,10.8904,78.2973,Irrigation/Water Res.,State Water Resources Dept,2.6,8,18275000,56.6,0,2022-04-09,Stage 3 of 5,61.6,Medium,295,2026-08-17,0.166,N,5
LA-2024-0780,Karnataka,Mysuru,15.5074,75.8379,Railway,State Railway Infra Corp,41.1,22,339269000,88.9,0,2024-01-09,Stage 4 of 5,81.0,Low,175,2026-08-14,0.0,N,2
LA-2020-0781,Uttar Pradesh,Lucknow,27.1965,81.3159,Railway,State Railway Infra Corp,25.7,73,111887000,49.8,5,2020-10-26,Stage 4 of 5,39.8,Medium,171,2026-08-06,0.507,Y,614
LA-2024-0782,Maharashtra,Nagpur,19.3466,76.173,Highway,State PWD,22.3,49,184243000,2.6,1,2024-08-05,Stage 1 of 5,3.1,Medium,262,2026-08-26,0.354,Y,320
LA-2024-0783,Karnataka,Bengaluru Rural,15.8423,75.3382,Irrigation/Water Res.,State Water Resources Dept,21.4,96,207359000,79.9,0,2024-05-16,Stage 4 of 5,54.6,Medium,301,2026-08-23,0.185,N,20
LA-2023-0784,Maharashtra,Nagpur,19.6526,75.9127,Railway,State Railway Infra Corp,22.1,76,201860000,70.6,0,2023-02-03,Stage 3 of 5,46.7,High,127,2026-08-15,0.172,N,7
